	featureCounts on dataset 196 and 292: Counts	featureCounts on dataset 196 and 296: Counts	featureCounts on dataset 196 and 300: Counts	featureCounts on dataset 196 and 304: Counts	featureCounts on dataset 196 and 290: Counts	featureCounts on dataset 196 and 294: Counts	featureCounts on dataset 196 and 298: Counts	featureCounts on dataset 196 and 302: Counts
ENSG00000277482.1	0	0	0	0	0	0	0	0
ENSG00000279694.1	2.74142735140667	0	8.19868692311971	2.97022399892833	2.50992110130714	1.86082377339526	0	2.25296402269347
ENSG00000166426.8	266.603809924299	106.692958097422	204.967173077993	128.709706620227	1194.7224442222	401.00752316668	19.495705436255	103.6363450439
ENSG00000259413.2	0	0	0	0	0	0	0	0
ENSG00000136381.13	1350.15297056779	1251.21741768795	1089.2541197859	1470.26087946952	1881.60418561325	1367.70547344552	1163.74364757953	1225.61242834525
ENSG00000259474.1	0	0	0	0	0	0.930411886697632	0	0
ENSG00000188266.14	98.0060278127885	95.0537263049764	91.3567971433339	63.3647786438043	56.0549045958595	39.0772992413006	50.9887680640515	84.4861508510051
ENSG00000279373.1	1.37071367570334	1.93987196540768	0	4.95037333154721	0.83664036710238	3.72164754679053	0	1.12648201134673
ENSG00000041357.16	1329.59226543224	2029.10607581643	2046.15800781288	1531.64550878071	3252.02110692695	3579.29452812579	2489.45161724487	2471.50153289474
ENSG00000169684.13	26.7289166762151	13.5791037578538	17.5686148352565	20.7915679924983	118.802932128538	16.7474139605574	37.4917412235673	13.5177841361608
ENSG00000261762.1	3.42678418925834	0.969935982703841	1.1712409890171	1.98014933261888	17.56944770915	2.7912356600929	8.99801789365615	5.63241005673367
ENSG00000080644.16	5.48285470281334	0	4.6849639560684	12.8709706620227	10.8763247723309	6.51288320688343	25.4943840320258	5.63241005673367
ENSG00000279421.1	0	0	0	0	0	0	0	0
ENSG00000117971.12	0.685356837851668	0	0	2.97022399892833	10.0396844052286	13.9561783004645	4.49900894682808	6.75889206808041
ENSG00000259555.1	0	0	0	0	2.50992110130714	0	0	0
ENSG00000290426.1	0	0	0	0	0	0	0	0
ENSG00000213307.4	0	0	0	0	0	0	0	0
ENSG00000261303.7	1.37071367570334	0	0	0	0	0	0	0
ENSG00000273512.1	0	0	0	0	0	0	0	0
ENSG00000290424.1	0	0	0	0	0	0	0	0
ENSG00000238166.3	0	0	0	0	0	0	0	0
ENSG00000136378.15	159.688143219439	154.219821249911	149.918846594189	111.878437292967	1051.65694144769	329.365807890962	163.463991734753	247.826042496282
ENSG00000185787.15	4245.78561049108	4846.77010557109	5453.29804486362	4719.68593429711	4150.57286119491	5495.94301472291	4502.00828612596	4688.41813122511
ENSG00000288561.1	0	0	0	0	0	0	0	0
ENSG00000243711.1	0	0	0	0.990074666309442	0	0	0	0
ENSG00000252061.1	0	1.93987196540768	8.19868692311971	0.990074666309442	0	1.86082377339526	0	2.25296402269347
ENSG00000279235.1	0	0.969935982703841	0	0.990074666309442	0	0	1.49966964894269	3.3794460340402
ENSG00000103811.18	1796.32027200922	1601.36430744404	1661.99096341527	2187.07493787756	3870.29833821561	5740.64134092439	2216.5117411373	4073.35895302979
ENSG00000058335.16	21.2460619734017	17.4588476886691	10.5411689011539	41.5831359849966	98.7235633180808	63.268008295439	46.4897591172235	278.241056802643
ENSG00000177699.4	0.685356837851668	0	0	2.97022399892833	5.01984220261428	2.7912356600929	5.99867859577077	4.50592804538694
ENSG00000259234.8	0	0	0	0	0	0	0	0
ENSG00000207695.1	0	0	0	0	0	0	0	0
ENSG00000259419.2	0	0	0	0	0	0	0	0
ENSG00000235711.5	0	0	0	2.97022399892833	0	0	10.4976875425988	1.12648201134673
ENSG00000166557.14	1536.57003046344	2083.42249084785	1544.86686451356	1773.22372736021	2835.37420410997	1389.10494683956	3404.25010309991	5313.61564752255
ENSG00000287408.1	0	0	1.1712409890171	2.97022399892833	7.52976330392142	1.86082377339526	0	2.25296402269347
ENSG00000289561.2	0	0	0	0	0	0	0	0
ENSG00000169330.9	35.6385555682867	25.2183355502999	30.4522657144446	43.5632853176155	51.0350623932452	31.6340041477195	88.4805092876188	32.6679783290553
ENSG00000259493.2	0.685356837851668	0.969935982703841	0	0	0	0.930411886697632	5.99867859577077	1.12648201134673
ENSG00000259208.2	0	0	0	0	0	0	0	0
ENSG00000260674.2	0	0	0	0	0	0	0	0
ENSG00000213527.5	0	0	0	0	0	0	0	0
ENSG00000259229.2	0	0	0	0	0	0	0	0
ENSG00000252995.1	0	0	0	0.990074666309442	2.50992110130714	0	0	0
ENSG00000259548.1	0.685356837851668	0.969935982703841	0	1.98014933261888	0	0	0	0
ENSG00000136371.11	25.3582030005117	51.4066070833035	33.9659886814959	27.7220906566644	21.7526495446619	18.6082377339526	34.4924019256819	52.9446545332965
ENSG00000261229.6	0	0	0	0	0	0	0	0
ENSG00000259332.3	0	0	0	0	0	0	0	0
ENSG00000279394.1	0	0	3.5137229670513	0	0	1.86082377339526	0	0
ENSG00000286813.1	6.85356837851668	11.6392317924461	1.1712409890171	2.97022399892833	2.50992110130714	12.0953545270692	1.49966964894269	3.3794460340402
ENSG00000180953.11	15.7632072705884	14.5490397405576	21.0823378023078	20.7915679924983	37.6488165196071	13.0257664137669	1.49966964894269	21.403158215588
ENSG00000288592.2	0	0	0	0	0	0	0	4.50592804538694
ENSG00000278600.1	152.14921800307	98.9334702357917	89.0143151652997	176.233290603081	186.570801863831	78.1545984826011	44.9900894682808	117.15412918006
ENSG00000259642.2	56.8846175416885	60.1360309276381	64.4182543959406	38.6129119860682	62.7480275326785	61.4071845220437	86.9808396386762	68.7154026921508
ENSG00000288604.1	0	0	0	0	0	0	0	0
ENSG00000259770.2	0	0	0	0	0	0	0	0
ENSG00000140379.9	24.6728461626601	19.3987196540768	29.2810247254275	23.7617919914266	175.6944770915	695.948091249829	220.451438394576	172.35174773605
ENSG00000271364.1	0	0	0	0	0	0	0	0
ENSG00000279719.2	0	0	0	0	0	0	0	0
ENSG00000279705.1	0	0	0	0	0	2.7912356600929	1.49966964894269	3.3794460340402
ENSG00000275460.1	0	0	0	0	0	0	0	0
ENSG00000086666.19	1198.68910940257	1841.90843115459	1692.44322912971	1324.71990352203	1585.43349565901	1415.1564796671	1471.17592561278	1989.36723203833
ENSG00000103876.14	439.999089900771	1150.34407548675	1378.55064407313	389.099343859611	371.468322993457	331.226631664357	401.911465916642	1851.93642665403
ENSG00000259967.1	0.685356837851668	0	0	0	0	0	2.99933929788538	0
ENSG00000259417.3	2.74142735140667	119.302125872572	22.2535787913249	10.8908213294039	12.5496055065357	4.65205943348816	7.49834824471346	11.2648201134673
ENSG00000259361.7	0	0	0	0	1.67328073420476	0	0	0
ENSG00000259495.3	47.9749786496168	31.0379514465229	38.6509526375643	26.7320159903549	98.7235633180808	26.0515328275337	7.49834824471346	5.63241005673367
ENSG00000172379.22	266.603809924299	232.784635848922	124.151544835813	129.699781286537	2550.07983892805	295.870979969847	67.4851342024212	155.454517565849
ENSG00000258010.4	0	0	0	1.98014933261888	1.67328073420476	0	0	0
ENSG00000287813.1	0.685356837851668	0	0	0	0	0	0	0
ENSG00000259175.1	0	0	0	0	0	0	0	0
ENSG00000270919.1	0	0.969935982703841	0	0	0	0	0	0
ENSG00000284059.1	0	0	0	0	0	0	0	0
ENSG00000222139.1	0	0	0	0	0	0	0	0
ENSG00000136379.12	315.949502249619	225.995083969995	237.761920770472	256.429338574146	1109.38512677776	408.450818260261	247.445492075544	450.592804538694
ENSG00000271983.1	1.37071367570334	0.969935982703841	5.85620494508551	2.97022399892833	5.01984220261428	0	0	3.3794460340402
ENSG00000287108.1	1.37071367570334	0	0	0	0	0	0	0
ENSG00000103888.17	111.713164569822	95.0537263049764	16.3973738462394	201.975231927126	699.43134689759	598.254843146578	322.428974522679	876.403004827759
ENSG00000208003.1	0	0	0	0	0	0	0	0
ENSG00000259546.1	0	0	0	0	0	0	0	0
ENSG00000259649.4	0.685356837851668	0	0	0	0	0.930411886697632	0	0
ENSG00000117899.11	978.689564452182	942.777775188133	949.876442092869	967.302948984325	1257.47047175488	1255.12563515511	1250.72448721821	1694.22894506549
ENSG00000260619.1	0	1.93987196540768	1.1712409890171	1.98014933261888	1.67328073420476	1.86082377339526	0	3.3794460340402
ENSG00000265855.1	1.37071367570334	0	1.1712409890171	0	0	0	0	1.12648201134673
ENSG00000277782.1	11.6510662434784	37.8275033254498	35.137229670513	21.7816426588077	15.0595266078428	12.0953545270692	2.99933929788538	23.6561222382814
ENSG00000140406.4	771.711799420978	942.777775188133	1049.43192615932	849.484063693501	1434.00158921348	1443.06883626803	955.289566376495	1242.50965851545
ENSG00000288625.1	0	0	0	0	0	0	0	0
ENSG00000156206.14	4.11214102711001	1.93987196540768	0	2.97022399892833	1.67328073420476	1.86082377339526	4.49900894682808	2.25296402269347
ENSG00000279834.1	0	0	0	0	0	0	0	0
ENSG00000259461.1	0	0	0	0	0	0	0	0
ENSG00000172349.19	450.964799306398	226.965019952699	496.606179343251	587.114277121499	305.373733992369	2018.99379413386	1516.16601508106	785.157961908674
ENSG00000271725.1	1.37071367570334	0	1.1712409890171	0	0	4.65205943348816	5.99867859577077	4.50592804538694
ENSG00000172345.14	40.4360534332484	29.0980794811152	16.3973738462394	38.6129119860682	10.8763247723309	40.0077111279982	70.4844735003065	51.8181725219498
ENSG00000286488.1	4.79749786496168	0.969935982703841	9.36992791213681	14.8511199946416	5.85648256971666	16.7474139605574	25.4943840320258	13.5177841361608
ENSG00000259343.9	25.3582030005117	14.5490397405576	17.5686148352565	46.5335093165438	6.69312293681904	24.1907090541384	38.99141087251	31.5414963177086
ENSG00000188869.13	3.42678418925834	0	2.3424819780342	10.8908213294039	2.50992110130714	0.930411886697632	1.49966964894269	3.3794460340402
ENSG00000273920.1	0	0	1.1712409890171	0.990074666309442	0	0	0	1.12648201134673
ENSG00000284709.1	0.685356837851668	1.93987196540768	0	0	0	0.930411886697632	4.49900894682808	1.12648201134673
ENSG00000275995.1	2.74142735140667	1.93987196540768	3.5137229670513	1.98014933261888	0.83664036710238	0	0	3.3794460340402
ENSG00000259543.1	0	0	0	0	0	0	0	0
ENSG00000259594.6	0	0	0	0	0	0	0	0
ENSG00000259692.6	2.74142735140667	2.90980794811152	17.5686148352565	0.990074666309442	0	5.58247132018579	4.49900894682808	0
ENSG00000259622.1	0	0	0	0	0	0	0	0
ENSG00000183496.6	355.700198845016	193.987196540768	188.569799231753	196.03478392927	279.437882612195	221.438029034036	113.974893319645	146.442661475075
ENSG00000259518.2	0	0	0	0	0	0	0	0
ENSG00000287872.1	0	0	0	0	0.83664036710238	0	1.49966964894269	0
ENSG00000140598.16	323.488427465987	563.532805950931	360.742224617267	377.218447863897	452.622438602388	486.605416742862	415.408492757126	355.968315585568
ENSG00000289704.1	0	0.969935982703841	1.1712409890171	0	0	1.86082377339526	2.99933929788538	0
ENSG00000289703.1	0	0	0	0	0	0	0	0
ENSG00000212170.1	0	0	1.1712409890171	0	0	0	0	0
ENSG00000285974.1	0	0	0	0	0	0.930411886697632	0	0
ENSG00000188659.10	34.2678418925834	102.813214166607	28.1097837364104	56.4342559796382	30.1190532156857	16.7474139605574	32.9927322767392	60.8300286127237
ENSG00000274376.5	5.48285470281334	0	1.1712409890171	0	16.7328073420476	0	1.49966964894269	0
ENSG00000290944.1	0	0	0	0	0	0	0	0
ENSG00000278662.6	1.37071367570334	0.969935982703841	4.6849639560684	0	3.34656146840952	0	1.49966964894269	0
ENSG00000290945.1	21.9314188112534	0	11.712409890171	0.990074666309442	38.4854568867095	0	7.49834824471346	5.63241005673367
ENSG00000237550.7	10.9657094056267	10.6692958097422	8.19868692311971	1.98014933261888	4.1832018355119	4.65205943348816	0	7.88537407942714
ENSG00000259429.6	0	0	0	0	0	0	0	0
ENSG00000278202.1	0	0	0	0	0	0	0	0
ENSG00000197978.10	4.79749786496168	0	5.85620494508551	0.990074666309442	5.85648256971666	0	2.99933929788538	3.3794460340402
ENSG00000275695.2	0	0	0	0	0	0	0	0
ENSG00000290946.1	0	0	0	0	0	0	0	0
ENSG00000276710.5	9.59499572992335	4.8496799135192	0	7.92059733047554	10.8763247723309	8.37370698027869	0	0
ENSG00000290947.1	10.280352567775	0	8.19868692311971	1.98014933261888	18.4060880762524	0	14.9966964894269	2.25296402269347
ENSG00000278603.1	0	0	0	0	0	0	0	0
ENSG00000290948.1	12.33642308133	2.90980794811152	0	11.8808959957133	9.20304403812618	0.930411886697632	4.49900894682808	11.2648201134673
ENSG00000255769.8	0	0	0	0	0	0	0	0
ENSG00000290949.1	0	0	0	0	0	0	0	0
ENSG00000277741.5	1.37071367570334	0	0	0.990074666309442	0.83664036710238	0.930411886697632	0	2.25296402269347
ENSG00000259637.1	0	0	0	0	0	0	0	0
ENSG00000284803.1	0	0	0	0	0	0	0	0
ENSG00000182774.13	0	0	0	0.990074666309442	0	0	0	1.12648201134673
ENSG00000260836.2	0	0	0	0	0	0	0	0
ENSG00000278013.1	0	0	0	0	0	0	0	0
ENSG00000214575.10	2.74142735140667	2.90980794811152	5.85620494508551	7.92059733047554	0	3.72164754679053	1.49966964894269	2.25296402269347
ENSG00000259462.3	0.685356837851668	2.90980794811152	4.6849639560684	5.94044799785665	0	0	1.49966964894269	0
ENSG00000103723.17	113.083878245525	54.3164150314151	49.1921215387182	70.2953013079704	4.1832018355119	25.1211209408361	0	18.0237121815478
ENSG00000259707.1	0	0	0	0	0.83664036710238	0	0	0
ENSG00000228141.7	0.685356837851668	0	0	1.98014933261888	0	0	0	1.12648201134673
ENSG00000259315.1	5.48285470281334	3.87974393081536	9.36992791213681	6.9305226641661	6.69312293681904	0	1.49966964894269	2.25296402269347
ENSG00000279758.1	3.42678418925834	1.93987196540768	0	1.98014933261888	0	0	0	0
ENSG00000259442.1	0.685356837851668	0	0	0	0	0	0	1.12648201134673
ENSG00000286817.1	0	0	0	0	0.83664036710238	0	1.49966964894269	0
ENSG00000250988.7	24.6728461626601	24.248399567596	23.424819780342	13.8610453283322	40.9953779880166	11.1649426403716	10.4976875425988	9.01185609077388
ENSG00000252690.3	7.53892521636835	4.8496799135192	3.5137229670513	10.8908213294039	9.20304403812618	4.65205943348816	1.49966964894269	2.25296402269347
ENSG00000186628.12	3.42678418925834	8.72942384433456	0	1.98014933261888	1.67328073420476	0.930411886697632	1.49966964894269	0
ENSG00000277864.1	0	0	0	0	0	0	0	0
ENSG00000156232.7	469.469433928393	461.689527767028	532.914650002781	465.335093165438	286.967645916116	528.473951644255	359.920715746246	593.656019979729
ENSG00000103942.13	773.767869934533	1120.27606002294	782.388980663424	1479.17155146631	509.513983565349	214.925145827153	421.407171352897	355.968315585568
ENSG00000259805.1	0	0	1.1712409890171	0.990074666309442	0	0	0	0
ENSG00000169612.4	76.7599658393868	77.5948786163072	76.1306642861116	71.2853759742798	119.63957249564	92.1107767830656	65.9854645534785	107.01579107794
ENSG00000169609.14	500.310491631718	525.705302625482	577.421807585431	501.967855818887	352.225594550102	365.651871472169	286.436902948054	524.940617287578
ENSG00000288850.1	16.44856410844	15.5189757232614	4.6849639560684	10.8908213294039	56.0549045958595	0.930411886697632	7.49834824471346	9.01185609077388
ENSG00000260608.1	12.33642308133	2.90980794811152	0	1.98014933261888	7.52976330392142	1.86082377339526	2.99933929788538	0
ENSG00000064726.10	1215.13767351101	1613.00353923649	1376.20816209509	1487.09214879678	1761.12797275051	1618.91668285388	1481.67361315538	1678.45819690663
ENSG00000273747.1	3.42678418925834	7.75948786163072	5.85620494508551	1.98014933261888	7.52976330392142	3.72164754679053	2.99933929788538	2.25296402269347
ENSG00000259767.1	1.37071367570334	1.93987196540768	4.6849639560684	0	2.50992110130714	4.65205943348816	0	0
ENSG00000260351.1	1.37071367570334	0	0	1.98014933261888	0	0	0	0
ENSG00000259308.3	2.056070513555	0	0	0	0	0	0	0
ENSG00000263643.1	1.37071367570334	0.969935982703841	0	0	0	0	0	0
ENSG00000286872.1	8.22428205422002	5.81961589622304	5.85620494508551	11.8808959957133	2.50992110130714	8.37370698027869	2.99933929788538	4.50592804538694
ENSG00000136404.16	80.8721068664968	40.7373112735613	48.0208805497011	89.1067199678498	46.8518605577333	95.8324243298561	67.4851342024212	70.9683667148443
ENSG00000166503.9	1119.87307304963	1274.49588127285	1133.76127736855	1096.01265560455	556.365844123083	743.399097471408	622.362904311217	627.450480320131
ENSG00000260579.1	0	0	0	0	0	0	0	0
ENSG00000259986.2	0	1.93987196540768	1.1712409890171	0.990074666309442	1.67328073420476	0	0	0
ENSG00000169594.14	74.0185384879802	38.7974393081536	31.6235067034617	26.7320159903549	0.83664036710238	28.8427684876266	19.495705436255	6.75889206808041
ENSG00000140600.17	3.42678418925834	3.87974393081536	7.02744593410261	3.96029866523777	0.83664036710238	5.58247132018579	8.99801789365615	0
ENSG00000156218.13	178.192777841434	75.6550066508996	86.6718331872655	303.952922556999	15.8961669749452	106.997366970228	145.467955947441	257.964380598402
ENSG00000212374.1	0	0	0	0	0	0	0	0
ENSG00000261665.2	0	0	0	0	0	0	0	0
ENSG00000200444.1	0	0	0	0	0	0	0	0
ENSG00000274128.1	4.79749786496168	0.969935982703841	0	3.96029866523777	0	0	0	2.25296402269347
ENSG00000259609.1	0	0.969935982703841	0	0	0	0	0	0
ENSG00000259404.8	0	0	0	0	0	0	0	0
ENSG00000291062.1	0	0	0	0	3.34656146840952	2.7912356600929	0	0
ENSG00000280038.1	2.74142735140667	1.93987196540768	0	0	0.83664036710238	0	0	0
ENSG00000259694.1	0	0.969935982703841	0	0	0	0	0	0
ENSG00000290688.1	0	0.969935982703841	1.1712409890171	0	0	0	0	0
ENSG00000259511.4	0	0	0	0	0	0	0	0
ENSG00000259726.1	0	0	0	0	0.83664036710238	0.930411886697632	0	0
ENSG00000290689.1	8.90963889207169	23.2784635848922	0	3.96029866523777	9.20304403812618	1.86082377339526	4.49900894682808	6.75889206808041
ENSG00000225151.11	0	0	0	0	0	0	0	0
ENSG00000278422.1	0	0	0	0	0	0	0	0
ENSG00000184206.13	1.37071367570334	14.5490397405576	3.5137229670513	1.98014933261888	1.67328073420476	0.930411886697632	1.49966964894269	0
ENSG00000259633.1	0	0	0	0	0	0	0	0
ENSG00000259683.1	46.6042649739134	58.1961589622304	36.3084706595301	91.0868693004687	90.357159647057	33.4948279211148	4.49900894682808	9.01185609077388
ENSG00000244056.3	4.11214102711001	0	0	7.92059733047554	3.34656146840952	3.72164754679053	0	0
ENSG00000259570.1	8.22428205422002	1.93987196540768	2.3424819780342	13.8610453283322	24.262570645969	0.930411886697632	8.99801789365615	2.25296402269347
ENSG00000290690.1	9.59499572992335	4.8496799135192	1.1712409890171	17.82134399357	15.0595266078428	8.37370698027869	0	2.25296402269347
ENSG00000235370.7	0	0	0	0	0	0	0	0
ENSG00000272887.1	0	0	0	0	0	0	1.49966964894269	0
ENSG00000259538.1	0	0	2.3424819780342	0	0	0	0	0
ENSG00000259774.1	0	0	0	0	6.69312293681904	0	0	0
ENSG00000278785.1	0	0	0	0	0	0	0	0
ENSG00000197627.3	1.37071367570334	0	0	0	0	0	0	0
ENSG00000259551.1	0	0	0	0.990074666309442	0	0	0	0
ENSG00000259302.1	0	0	0	0	0	0	0	0
ENSG00000291026.1	0	5.81961589622304	1.1712409890171	0	0	2.7912356600929	0	0
ENSG00000230373.9	10.280352567775	7.75948786163072	5.85620494508551	19.8014933261888	2.50992110130714	4.65205943348816	1.49966964894269	2.25296402269347
ENSG00000291260.1	0.685356837851668	0	0	0	0	0	0	0
ENSG00000259244.1	2.056070513555	3.87974393081536	0	1.98014933261888	0.83664036710238	0	0	3.3794460340402
ENSG00000189136.10	0.685356837851668	0	0	0	0	0	0	0
ENSG00000291027.1	38.3799829196934	17.4588476886691	18.7398558242736	51.483882648091	18.4060880762524	14.8865901871621	7.49834824471346	15.7707481588543
ENSG00000291028.1	23.9874893248084	31.0379514465229	18.7398558242736	25.7419413240455	21.7526495446619	9.30411886697632	11.9973571915415	23.6561222382814
ENSG00000259728.6	0	0	0	0	0	0	0	0
ENSG00000275120.3	10.9657094056267	13.5791037578538	12.8836508791881	11.8808959957133	8.3664036710238	3.72164754679053	10.4976875425988	13.5177841361608
ENSG00000176371.14	127.47637184041	175.558412869395	124.151544835813	151.481423945345	225.892899117643	101.414895650042	109.475884372817	126.165985270834
ENSG00000256278.1	0.685356837851668	0.969935982703841	2.3424819780342	0	7.52976330392142	0	0	0
ENSG00000276278.1	0	0	0	0	0	0	0	0
ENSG00000291159.1	28.0996303519184	27.1582075157075	26.9385427473933	46.5335093165438	41.832018355119	24.1907090541384	25.4943840320258	24.7826042496282
ENSG00000176700.23	0	0	0	0	0	0	0	0
ENSG00000254779.4	0	0	0	0	0	0	0	0
ENSG00000177082.13	187.102416733505	121.24199783798	91.3567971433339	136.630303950703	117.966291761436	96.7628362165538	70.4844735003065	86.7391148736986
ENSG00000277578.1	0	0	0	0	0	0	0	0
ENSG00000197696.10	226.16775649105	357.906377617717	1206.37821868761	121.779183956061	626.643634959683	213.994733940455	137.969607702728	128.418949293528
ENSG00000140612.14	2040.99266312227	2365.67386181467	2567.36024792549	2363.30822848064	2489.00509212958	2179.02463864585	2280.99753604183	2097.50950512762
ENSG00000259654.1	0.685356837851668	0	0	0	0	0	0	0
ENSG00000285667.1	5.48285470281334	4.8496799135192	9.36992791213681	16.8312693272605	11.7129651394333	10.234530753674	7.49834824471346	1.12648201134673
ENSG00000166716.10	1280.24657310692	1278.37562520366	1084.56915582984	1332.64050085251	1358.70395617426	1321.18487911064	1084.26115618557	884.288378907187
ENSG00000259415.1	0	0	0	0	1.67328073420476	0	0	0
ENSG00000136383.7	123.3642308133	132.881229630426	299.837693188378	181.183663934628	164.818152319169	145.144254324831	497.890323448974	522.687653264885
ENSG00000200991.1	0	5.81961589622304	0	0	0	0	0	5.63241005673367
ENSG00000156222.12	3.42678418925834	8.72942384433456	10.5411689011539	8.91067199678498	5.01984220261428	13.9561783004645	5.99867859577077	1.12648201134673
ENSG00000286505.1	0	0	0	0	0	0	1.49966964894269	12.3913021248141
ENSG00000207037.1	0	0	0	1.98014933261888	0	0	0	0
ENSG00000212388.1	0	0	0	1.98014933261888	0	0	0	0
ENSG00000271044.1	0	0	1.1712409890171	0	0	0	0	0
ENSG00000073417.15	510.590844199493	606.2099891899	728.511895168637	551.471589134359	722.020636809354	408.450818260261	397.412456969813	499.031531026603
ENSG00000259270.1	0	0	0	0	0	0	0	0
ENSG00000291210.1	0	0	0	0	0	0	1.49966964894269	0
ENSG00000259449.1	0	0	0	0	0	0	0	0
ENSG00000259295.7	0	0	0	0	0	0	0	0
ENSG00000291211.1	0.685356837851668	0	10.5411689011539	0	1.67328073420476	0	11.9973571915415	0
ENSG00000229212.9	0	0	0	0	0	0	0	0
ENSG00000277582.1	0	0	0	0	0	0	0	0
ENSG00000188388.10	0	1.93987196540768	0	2.97022399892833	0.83664036710238	0	0	1.12648201134673
ENSG00000218052.8	0.685356837851668	0	0	1.98014933261888	3.34656146840952	0.930411886697632	2.99933929788538	0
ENSG00000291212.1	10.280352567775	0.969935982703841	9.36992791213681	5.94044799785665	3.34656146840952	33.4948279211148	22.4950447341404	4.50592804538694
ENSG00000259317.1	0	0	0	0	0	0	0	0
ENSG00000170776.22	2634.51168470181	2044.6250515397	2177.33699858279	3330.61117746496	1916.74308103155	3624.88471057398	3590.20913956881	2437.70707255433
ENSG00000284160.1	0	0	0	0	0	0	0	0
ENSG00000251891.1	0	0	0	0	0	0	0	0
ENSG00000259630.2	2.056070513555	0	0	1.98014933261888	0	1.86082377339526	4.49900894682808	2.25296402269347
ENSG00000259375.1	0	0	0	0	0	0	0	0
ENSG00000259367.1	0	3.87974393081536	0	2.97022399892833	1.67328073420476	2.7912356600929	2.99933929788538	0
ENSG00000259276.1	1.37071367570334	0	0	1.98014933261888	0	0.930411886697632	0	0
ENSG00000202081.1	0	0.969935982703841	1.1712409890171	0	0	0.930411886697632	0	0
ENSG00000259453.1	0	0	0	2.97022399892833	0	1.86082377339526	0	0
ENSG00000259544.1	0	0	0	0	0	0	0	0
ENSG00000259407.1	10.280352567775	14.5490397405576	17.5686148352565	9.90074666309442	16.7328073420476	4.65205943348816	7.49834824471346	12.3913021248141
ENSG00000259762.1	6.16821154066501	5.81961589622304	2.3424819780342	8.91067199678498	5.01984220261428	2.7912356600929	0	5.63241005673367
ENSG00000259416.2	4.11214102711001	2.90980794811152	11.712409890171	6.9305226641661	19.2427284433547	1.86082377339526	1.49966964894269	2.25296402269347
ENSG00000183655.13	302.927722330437	290.010858828448	390.023249342695	254.449189241527	463.498763374718	191.664848659712	155.96564349004	226.422884280694
ENSG00000221634.1	0	0	0	0	0	0	0	0
ENSG00000259195.1	0	0	0	0	0.83664036710238	0	0	0
ENSG00000252931.1	0	0	0	0	0	0	0	0
ENSG00000264406.1	0	0	0	0	0	0	0	0
ENSG00000259608.1	0	0	0	0	0	0	0	0
ENSG00000260477.8	0	0	0	0	0	0	0	0
ENSG00000273540.5	0	0	0	0	0	0	0	0
ENSG00000252964.1	0	0	0	0	0	0	0	0
ENSG00000261077.1	0	0	0	0	0	0	0	0
ENSG00000200206.1	0	0	0	0	0	0	0	0
ENSG00000260125.2	0	0	0	0	0	0	0	0
ENSG00000259734.1	0	0	0	0	0	0	0	0
ENSG00000259636.1	0	0	0	0	0	0	0	0
ENSG00000259620.1	0	0	0	0	0	0	0	0
ENSG00000259560.2	0	0	0	0	0	0	0	0
ENSG00000207150.1	0	0	0	0	0	0	0	0
ENSG00000259527.2	0	0	0	0	0	0	0	0
ENSG00000287391.1	0	0	0	0	0	0	0	0
ENSG00000140538.17	583.924025849621	152.279949284503	535.257131980815	344.545983875686	2386.09832697599	255.863268841849	41.9907501703954	64.2094746467639
ENSG00000259183.1	0	0	0	0	0	0	0	0
ENSG00000260305.1	2.056070513555	0	0	0	0	0	0	0
ENSG00000259494.2	91.1524594342719	98.9334702357917	104.240448022522	115.838735958205	107.089966989105	82.8066579160893	49.4890984151088	99.1304169985126
ENSG00000173867.10	0	0.969935982703841	0	0	0.83664036710238	0	0	0
ENSG00000181991.16	261.806312059337	364.695929496644	433.359165936327	310.883445221165	512.860545033759	423.337408447423	352.422367501533	446.086876493307
ENSG00000279945.1	0	0	0	0	0	0	0	0
ENSG00000140543.15	48.6603354874684	42.677183238969	21.0823378023078	22.7717173251172	23.4259302788666	17.677825847255	2.99933929788538	14.6442661475075
ENSG00000259569.2	0	0	0	0	0	0	0	0
ENSG00000249487.7	0	0.969935982703841	1.1712409890171	0	3.34656146840952	0	0	0
ENSG00000221630.3	0	0	0	0	0	0	0	0
ENSG00000207703.1	0	0	0	0	0	0	0	0
ENSG00000283484.1	0	0	0	0	0	0	0	0
ENSG00000181026.15	401.619106981078	366.635801462052	484.89376945308	331.675013213663	924.48760564813	647.566673141552	637.359600800644	874.150040805066
ENSG00000172183.16	227.538470166754	183.317900731026	333.803681869874	213.85612792284	317.923339498904	1759.40887774522	1567.15478314511	563.241005673367
ENSG00000259676.1	0	0	0	0	1.67328073420476	0	0	0
ENSG00000157766.19	5.48285470281334	0	4.6849639560684	20.7915679924983	56.8915449629618	22.3298852807432	35.9920715746246	94.6244889531257
ENSG00000140511.12	606.540801498726	429.681640337801	638.32633901432	761.367418391961	705.287829467306	3433.21986191426	961.288244972266	996.93658004186
ENSG00000140545.16	5845.40847003688	4717.76861987148	7713.79315366663	5518.67619000883	4331.28718048902	2821.00884046722	2958.84821736393	2784.66353204913
ENSG00000259350.2	0	0	0	0	0	0	0	0
ENSG00000259489.2	0	0	0	0	0	0	0	0
ENSG00000261549.2	0	0	0	0	12.5496055065357	4.65205943348816	0	1.12648201134673
ENSG00000260275.1	0	0	0	0	0	0	0	0
