	featureCounts on dataset 196 and 292: Counts	featureCounts on dataset 196 and 296: Counts	featureCounts on dataset 196 and 300: Counts	featureCounts on dataset 196 and 304: Counts	featureCounts on dataset 196 and 290: Counts	featureCounts on dataset 196 and 294: Counts	featureCounts on dataset 196 and 298: Counts	featureCounts on dataset 196 and 302: Counts
ENSG00000264370.1	0	0	1.1712409890171	0.990074666309442	3.34656146840952	0.930411886697632	0	13.5177841361608
ENSG00000225649.7	39.0653397575451	11.6392317924461	9.36992791213681	19.8014933261888	10.0396844052286	6.51288320688343	4.49900894682808	148.695625497769
ENSG00000285876.1	0	0	14.0548918682052	6.9305226641661	2.50992110130714	0	0	0
ENSG00000229370.1	0	0	0	0	0	0	0	0
ENSG00000230448.5	0	0	0	0	1.67328073420476	0	4.49900894682808	56.3241005673367
ENSG00000227718.1	0	0	0	0	0	0	0	0
ENSG00000251859.1	0	0	0	0	0	0	0	0
ENSG00000237261.2	0	0	0	0	0	0	0	0
ENSG00000228505.5	0.685356837851668	0	0	0	0	0	0	0
ENSG00000162981.14	696.322547257295	150.340077319095	208.480896045044	272.270533235097	6109.14796058158	748.981568791594	1217.73175494147	248.952524507628
ENSG00000287291.1	0	0	0	0	2.50992110130714	0	1.49966964894269	0
ENSG00000235127.1	0	0	0	0	0	0	0	1.12648201134673
ENSG00000151779.14	912.20995118057	933.078415361095	798.786354509663	875.226005017547	1880.76754524615	1097.88602630321	1093.25917407922	956.383227633378
ENSG00000229087.1	0.685356837851668	0	0	0	0	0	0	0
ENSG00000234022.1	0.685356837851668	0	0	0	4.1832018355119	0	0	0
ENSG00000079785.16	1828.53204338825	2032.01588376455	1961.82865660364	1682.13685805974	5107.68944116003	1920.37013414391	1943.57186502973	1906.00756319867
ENSG00000224194.1	0	0	0	0	0	0	0	0
ENSG00000231031.6	0	0	0	0	0.83664036710238	0	1.49966964894269	0
ENSG00000237326.1	0	0	0	0	0	0	0	0
ENSG00000202160.1	0	0	0	0	0	0	0	0
ENSG00000214657.4	0	0	0	0	0	0	0	0
ENSG00000238371.1	0	0	0	0	0	0	0	0
ENSG00000233718.9	2.74142735140667	6.78955187892688	0	0	128.842616533767	1.86082377339526	7.49834824471346	4.50592804538694
ENSG00000223850.1	0	0	0	0	1.67328073420476	1.86082377339526	4.49900894682808	0
ENSG00000134323.13	116.510662434784	24.248399567596	77.3019052751287	58.4144053122571	2012.95672324833	28.8427684876266	26.9940536809685	24.7826042496282
ENSG00000243541.3	0	0	0	0	0	0	0	0
ENSG00000226764.2	0	0	0	0	1.67328073420476	0	0	0
ENSG00000236289.4	2.056070513555	1.93987196540768	0	0	11.7129651394333	0	0	0
ENSG00000236989.5	0	0	0	0.990074666309442	0.83664036710238	0	0	0
ENSG00000271315.1	0	0	0	0	0	0	0	0
ENSG00000251704.1	0	0	0	0	0	0	0	0
ENSG00000226041.1	0	0	0	0	0	0	0	0
ENSG00000228876.4	0	0	0	0	0	0.930411886697632	0	0
ENSG00000231266.1	0	0	0	0	0	0	0	0
ENSG00000285354.1	1.37071367570334	0	0	0	0	0	0	0
ENSG00000232444.1	4.11214102711001	0	7.02744593410261	0.990074666309442	0	0	0	0
ENSG00000224400.5	0	0	0	0	0	0	0	0
ENSG00000289364.2	0	0	0	0	0	0	0	0
ENSG00000237633.4	0.685356837851668	1.93987196540768	0	1.98014933261888	0	0	2.99933929788538	2.25296402269347
ENSG00000279663.3	1.37071367570334	0	0	0	0	0	0	1.12648201134673
ENSG00000197872.11	607.91151517443	516.005942798443	461.468949672738	682.161445087206	219.199776180824	741.538273698013	374.917412235673	306.403107086312
ENSG00000223536.7	0	0	0	0	0	0	0	0
ENSG00000224604.1	0	0	0	0	0	0	0	0
ENSG00000237670.1	0	0	0	0	0	0	0	0
ENSG00000222842.1	0	0	0	0	0	0	0	0
ENSG00000214843.3	0	0	0	0	0	0	0	0
ENSG00000236348.1	0	0.969935982703841	0	0.990074666309442	0	0	0	4.50592804538694
ENSG00000214842.6	2.056070513555	0	9.36992791213681	1.98014933261888	6.69312293681904	2.7912356600929	0	2.25296402269347
ENSG00000163032.12	211.089906058314	126.091677751499	196.768486154873	185.143962599866	338.839348676464	310.757570157009	73.4838127981919	50.6916905106031
ENSG00000163029.16	548.970827119186	540.254342366039	563.366915717226	544.541066470193	1772.00429752284	1129.52003045093	1345.2036751016	897.806163043347
ENSG00000178295.15	159.688143219439	148.400205353688	124.151544835813	145.540975947488	1461.61072132786	533.126011077743	445.40188573598	324.42681926786
ENSG00000151379.4	0	0	0	0	0	0.930411886697632	0	1.12648201134673
ENSG00000170745.12	360.497696709977	697.383971564061	411.105587145003	377.218447863897	356.408796385614	226.090088467525	619.363565013332	697.292365023629
ENSG00000212455.1	0	0	0	0	0	0	0	0
ENSG00000287881.1	1.37071367570334	0	1.1712409890171	0	0	0	0	0
ENSG00000287849.2	1.37071367570334	0	0	0	0	0	0	1.12648201134673
ENSG00000260331.1	17.8192777841434	0.969935982703841	5.85620494508551	11.8808959957133	4.1832018355119	2.7912356600929	4.49900894682808	4.50592804538694
ENSG00000240857.2	337.195564223021	359.846249583125	441.557852859447	405.930613186871	778.075541405213	450.319353161654	431.904858895495	452.845768561387
ENSG00000250741.6	0	0	0	0	0	0	0	0
ENSG00000185013.17	2.056070513555	3.87974393081536	2.3424819780342	7.92059733047554	3.34656146840952	4.65205943348816	1.49966964894269	2.25296402269347
ENSG00000207170.1	0	0	0	0	0	0	0	0
ENSG00000224626.1	0	0.969935982703841	0	0	0	0	0	0
ENSG00000287284.1	0	0	0	0	0	0.930411886697632	0	0
ENSG00000236204.7	35.6385555682867	34.9176953773383	28.1097837364104	22.7717173251172	90.357159647057	11.1649426403716	43.4904198193381	9.01185609077388
ENSG00000266738.1	1.37071367570334	0	0	0	0	0	0	0
ENSG00000143867.7	499.625134793866	445.200616061063	585.620494508551	523.749498477695	98.7235633180808	426.128644107516	152.966304192155	179.110639804131
ENSG00000234597.2	0	0	0	0	0	0	0	0
ENSG00000237992.3	1.37071367570334	0	0	0	0	0	0	0
ENSG00000235911.1	0	0	0	0	0	0	0	0
ENSG00000213403.2	0	0	0	0	0	0	0	0
ENSG00000228784.9	13.7071367570334	11.6392317924461	5.85620494508551	25.7419413240455	17.56944770915	65.1288320688343	23.9947143830831	13.5177841361608
ENSG00000183891.6	350.902700980054	293.890602759264	187.398558242736	219.796575920696	404.933937677552	254.932856955151	106.476545074931	134.051359350261
ENSG00000271991.3	2.74142735140667	0	2.3424819780342	9.90074666309442	12.5496055065357	0	0	1.12648201134673
ENSG00000118965.16	762.116803691055	669.25582806565	442.729093848464	685.131669086134	1999.57047737469	346.113221851519	344.924019256819	292.885322950151
ENSG00000227210.2	19.1899914598467	32.9778234119306	9.36992791213681	15.8411946609511	64.4213082668833	8.37370698027869	7.49834824471346	9.01185609077388
ENSG00000132031.13	60.9967585687985	282.251370966818	48.0208805497011	69.305226641661	64.4213082668833	107.927778856925	178.46068822418	562.11452366202
ENSG00000068697.7	9120.04344129215	8678.01723725126	8600.42258235257	9439.37186859422	9848.93040152922	8010.84634446661	9040.00864382655	8127.56771186669
ENSG00000223734.3	0	0	0	0	3.34656146840952	0	0	0
ENSG00000234378.1	0.685356837851668	0	0	0.990074666309442	0	2.7912356600929	5.99867859577077	3.3794460340402
ENSG00000213729.3	0.685356837851668	0	0	0	0	0	0	6.75889206808041
ENSG00000266059.2	0	0	0	0	0	0	0	0
ENSG00000200763.1	0	0	0	0	0	0	0	0
ENSG00000115884.11	2232.89257772074	2240.55212004587	2135.17232297818	1506.89364212297	11416.7944494791	2882.41602498926	17058.7422567231	10209.3064688355
ENSG00000235411.1	2.74142735140667	0	0	0	0	0.930411886697632	0	0
ENSG00000238735.1	0	0	0	0	0	0.930411886697632	0	0
ENSG00000055917.17	2904.54227881537	3416.11453108293	2848.45808528959	3187.05035085009	6484.79948541055	3158.74835533846	3104.31617331137	2708.06275527755
ENSG00000232800.1	0	0	0	0	0	0	0	0
ENSG00000212171.1	0	0	0	0	0	0	0	0
ENSG00000290108.1	0	0	0	0	8.3664036710238	0	0	1.12648201134673
ENSG00000143878.10	7023.5368743039	13066.0076230034	13625.0464252359	5282.04834476087	18115.7738688678	5904.39383298317	9049.0066617202	5639.16894880175
ENSG00000228950.1	0	0	0	0	9.20304403812618	0	2.99933929788538	1.12648201134673
ENSG00000200829.1	0	0	0	0	0	0	0	0
ENSG00000227047.1	0	0	0	0	0	0	0	0
ENSG00000279307.2	4.11214102711001	4.8496799135192	5.85620494508551	3.96029866523777	24.262570645969	6.51288320688343	8.99801789365615	10.1383381021206
ENSG00000118960.13	564.048677551923	549.953702193078	713.285762311415	562.362410463763	1027.39437080172	679.200677289272	725.840110088263	602.667876070503
ENSG00000269976.1	4.79749786496168	2.90980794811152	11.712409890171	3.96029866523777	0.83664036710238	6.51288320688343	0	3.3794460340402
ENSG00000231948.2	3.42678418925834	0	8.19868692311971	1.98014933261888	0.83664036710238	5.58247132018579	0	2.25296402269347
ENSG00000233416.1	2.74142735140667	0.969935982703841	0	0	0.83664036710238	2.7912356600929	1.49966964894269	0
ENSG00000143869.7	30.1557008654734	13.5791037578538	5.85620494508551	42.573210651306	40.9953779880166	9.30411886697632	10.4976875425988	10.1383381021206
ENSG00000270100.1	0	0	0	0	0	0	0	0
ENSG00000118961.15	182.990275706395	376.33516128909	200.282209121924	289.101802562357	747.119847822425	344.252398078124	160.464652436868	377.371473801156
ENSG00000236436.1	0	0	0	0	0	0	0	0
ENSG00000261012.2	0	0	0	0	0	0	0	0
ENSG00000084674.15	2.056070513555	31.0379514465229	21.0823378023078	1.98014933261888	0	0.930411886697632	0	1.12648201134673
ENSG00000280390.1	0	0	0	0	0	0	0	0
ENSG00000287956.1	0	0	1.1712409890171	0	0	0	0	0
ENSG00000218819.6	0	0	0	0.990074666309442	0	2.7912356600929	0	0
ENSG00000271629.1	0	0	0	0	0	0	0	0
ENSG00000233005.2	0	0	0	0	0	0.930411886697632	0	4.50592804538694
ENSG00000231204.7	0	0	0	0	0	0	0	0
ENSG00000270654.1	0	0	0	0	0	0	0	0
ENSG00000235537.3	0	0	0	0	0	0	0	0
ENSG00000228538.7	0	0	0	0	0	0	0	0
ENSG00000229621.2	0	0	0	0	0	0	0	0
ENSG00000264192.1	0	0	0	0	0	0	0	0
ENSG00000228999.4	0	0	0	0	0	0	0	0
ENSG00000223691.1	0	0	0	0	0	0	0	0
ENSG00000234189.1	0	0	0	0	0	0	0	0
ENSG00000206882.1	0	0	0	0	0	0	0	0
ENSG00000234207.1	0	0	0	0	0	0	0	0
ENSG00000233587.2	0	0	0	0	0	0	0	0
ENSG00000222616.1	0	0	0	0	0	0	0	0
ENSG00000232451.2	0	0.969935982703841	0	0.990074666309442	0	0	0	0
ENSG00000223530.1	0	0	0	0	0	0	0	0
ENSG00000233714.1	0	0	0	0	0	0	0	0
ENSG00000223634.1	0	0	0	0.990074666309442	0.83664036710238	0	0	0
ENSG00000235497.5	0	0	0	0	0	0	0	0
ENSG00000119771.15	471.525504441948	335.597850015529	767.162847806201	535.630394473408	66.094589001088	203.760203186781	118.473902266473	203.893244053759
ENSG00000224361.1	2.056070513555	1.93987196540768	0	1.98014933261888	0.83664036710238	0	0	0
ENSG00000279526.2	4.79749786496168	0	9.36992791213681	2.97022399892833	0.83664036710238	0.930411886697632	0	1.12648201134673
ENSG00000283031.2	18.504634621995	7.75948786163072	24.5960607693591	11.8808959957133	4.1832018355119	2.7912356600929	2.99933929788538	2.25296402269347
ENSG00000119778.15	457.133010847063	444.230680078359	336.146163847908	540.580767804955	1420.61534333984	672.687794082388	485.892966257432	567.746933718754
ENSG00000224464.2	0	0.969935982703841	0	0	0	0	4.49900894682808	0
ENSG00000238111.1	0	0	1.1712409890171	0	0	0	0	0
ENSG00000173960.14	654.515780148343	766.249426336034	941.677755169749	643.548533101137	2166.89855079516	477.301297875885	595.368850630249	560.988041650674
ENSG00000234946.1	0	0	0	0	0	0	0	0
ENSG00000243847.3	0.685356837851668	0	0	0	1.67328073420476	0	0	0
ENSG00000205639.12	22.6167756491051	20.3686556367806	18.7398558242736	22.7717173251172	92.0304403812618	66.9896558422295	32.9927322767392	40.5533524084824
ENSG00000163026.12	236.448109058826	189.137516627249	193.254763187822	289.101802562357	788.951866177544	301.453451290033	251.944501022372	217.41102818992
ENSG00000222940.1	0	0	0	0	0	0	0	0
ENSG00000119782.14	23.3021324869567	39.7673752908575	48.0208805497011	16.8312693272605	30.9556935827881	13.0257664137669	13.4970268404842	29.2885322950151
ENSG00000115128.7	1023.92311575039	1461.69352593469	1432.42772956791	995.025039640989	3459.50791796834	1335.1410574111	1400.69145211247	1267.29226276508
ENSG00000219626.9	166.541711597955	154.219821249911	148.747605605172	144.550901281179	122.149493596947	97.6932481032514	67.4851342024212	59.7035466013769
ENSG00000115129.14	232.335968031716	523.765430660074	327.947476924788	285.141503897119	575.608572566437	304.244686950126	227.949786639289	290.632358927458
ENSG00000176732.7	17.1339209462917	28.1281434984114	11.712409890171	17.82134399357	25.9358513801738	20.4690615073479	7.49834824471346	4.50592804538694
ENSG00000276087.2	0	1.93987196540768	0	0	0	0	0	0
ENSG00000232642.2	1.37071367570334	3.87974393081536	1.1712409890171	0	2.50992110130714	0	0	0
ENSG00000186453.13	2.056070513555	6.78955187892688	15.2261328572223	0	0.83664036710238	1.86082377339526	2.99933929788538	3.3794460340402
ENSG00000223754.1	1.37071367570334	0	0	0	0	0	0	0
ENSG00000198399.16	1081.49309012993	1053.35047721637	947.533960114835	1260.36505021192	1803.79663147273	1787.32123434615	1457.6788987723	897.806163043347
ENSG00000242628.6	2.74142735140667	0	1.1712409890171	7.92059733047554	1.67328073420476	0.930411886697632	0	6.75889206808041
ENSG00000251805.1	0	0	0	0	0	0	0	0
ENSG00000232963.1	0	2.90980794811152	0	0.990074666309442	0	0	0	0
ENSG00000233747.1	0	2.90980794811152	0	0	0	0	0	0
ENSG00000286829.1	0	0	0	0	0	0	0	0
ENSG00000084676.16	1752.45743438672	1514.07006900069	1471.07868220548	1903.91358331306	2250.5625875054	1350.02764759826	1097.75818302605	1668.31985880451
ENSG00000202430.1	0	0	0	0	0	0	0	0
ENSG00000206732.1	0	0	1.1712409890171	0	0	0	0	0
ENSG00000184924.6	121.993517137597	162.949245094245	181.542353297651	117.818885290824	225.05625875054	161.891668285388	121.473241564358	150.948589520462
ENSG00000138092.11	87.0403184071619	72.745198702788	72.6169413190603	62.3747039774949	881.818946925908	192.59526054641	190.458045415722	105.889309066593
ENSG00000138031.15	1363.86010732482	632.398260722904	940.506514180732	1482.14177546524	2243.86946456858	1097.88602630321	665.853324130555	647.727156524372
ENSG00000271936.1	4.79749786496168	4.8496799135192	5.85620494508551	8.91067199678498	112.109809191719	10.234530753674	13.4970268404842	1.12648201134673
ENSG00000115137.12	275.513448816371	236.664379779737	223.707028902266	242.568293245813	269.398198206966	147.005078098226	161.964322085811	141.936733429689
ENSG00000237953.1	0	0	0	0	0	0	0	0
ENSG00000202479.1	0	0	0	0.990074666309442	0.83664036710238	0	0	0
ENSG00000224165.8	54.1431901902818	42.677183238969	52.7058445057696	49.5037333154721	150.595266078428	24.1907090541384	16.4963661383696	23.6561222382814
ENSG00000286645.1	0	0.969935982703841	1.1712409890171	0	0	0	4.49900894682808	1.12648201134673
ENSG00000207069.1	0	0	0	0	0	0	0	0
ENSG00000084710.14	152.14921800307	102.813214166607	77.3019052751287	65.3449279764232	1979.49110856423	62.3375964087414	232.448795586117	34.9209423517488
ENSG00000276653.1	0	0	0	0	0.83664036710238	0	0	0
ENSG00000229593.1	0	0	0	0	0	0.930411886697632	0	0
ENSG00000115138.11	59.6260448930951	25.2183355502999	69.103218352009	14.8511199946416	664.29245147929	48.3814181082769	62.9861252555931	23.6561222382814
ENSG00000230452.1	0.685356837851668	1.93987196540768	0	0	0	0	1.49966964894269	0
ENSG00000119772.19	801.867500286452	818.625969402041	559.853192750174	677.211071755659	3656.9550446045	1104.39890951009	719.841431492492	802.055192078875
ENSG00000221445.3	0	0	0	0	0	0	0	0
ENSG00000289567.2	0.685356837851668	0	0	0	0.83664036710238	0	1.49966964894269	2.25296402269347
ENSG00000235072.2	17.1339209462917	5.81961589622304	9.36992791213681	16.8312693272605	44.3419394564261	32.5644160344171	16.4963661383696	3.3794460340402
ENSG00000138101.20	638.067216039903	703.203587460284	578.593048574448	467.315242498057	2131.75965537686	408.450818260261	209.953750851977	449.466322527347
ENSG00000224220.1	4.11214102711001	0	2.3424819780342	4.95037333154721	7.52976330392142	15.8170020738597	25.4943840320258	10.1383381021206
ENSG00000201160.1	0	0	0	0	0	0	0	0
ENSG00000143970.18	986.913846506402	925.318927499464	691.03218352009	1145.51638892002	1962.75830122218	1193.71845063306	1543.16006876203	923.715249304322
ENSG00000187536.4	0	0	0	0	0	0	1.49966964894269	0
ENSG00000217643.1	4.11214102711001	12.6091677751499	11.712409890171	9.90074666309442	0.83664036710238	15.8170020738597	5.99867859577077	6.75889206808041
ENSG00000218682.1	0	0.969935982703841	0	0	0	0	0	3.3794460340402
ENSG00000217718.1	0	0	0	0	0	0	0	0
ENSG00000084731.15	546.22939976778	433.561384268617	359.57098362825	480.186213160079	2533.34703158601	508.004890136907	217.45209909669	295.138286972844
ENSG00000237629.1	0	0	0	0	0	0	0	0
ENSG00000268412.2	22.6167756491051	14.5490397405576	29.2810247254275	16.8312693272605	38.4854568867095	22.3298852807432	19.495705436255	24.7826042496282
ENSG00000084733.11	2569.4027851059	3092.15591285984	2700.88172067344	2607.85667105907	6496.51245054998	3688.15271886941	4358.03999982746	3226.24448049705
ENSG00000199872.1	0	0	0	0	0	0	0	0
ENSG00000235440.1	0	0.969935982703841	0	2.97022399892833	5.01984220261428	0.930411886697632	1.49966964894269	4.50592804538694
ENSG00000231655.1	0	0.969935982703841	0	0	0	0.930411886697632	0	0
ENSG00000214465.3	0.685356837851668	0	2.3424819780342	0	5.01984220261428	0	0	4.50592804538694
ENSG00000227133.1	0.685356837851668	0	0	0	0	0	0	0
ENSG00000237951.1	0	0	0	0	0	0	0	0
ENSG00000157833.13	178.192777841434	62.0759028930458	137.035195715001	130.689855952846	1116.91489008168	224.229264694129	101.977536128103	92.3715249304322
ENSG00000084754.12	3432.26704396115	3384.1066436537	3463.35960452357	2987.05526825559	3768.22821342912	2887.99849630945	4368.53768737006	2007.39094421988
ENSG00000138029.14	2342.549671777	2529.59304289162	3080.36380111498	2185.09478854494	4192.40487955003	2217.17152600046	4221.57006177368	2059.20911674183
ENSG00000286707.1	35.6385555682867	17.4588476886691	25.7673017583762	28.7121653229738	81.1541156089309	24.1907090541384	2.99933929788538	3.3794460340402
ENSG00000173567.16	33.5824850547317	29.0980794811152	23.424819780342	34.6526133208305	119.63957249564	42.7989467880911	20.9953750851977	27.0355682723216
ENSG00000138018.19	747.72431009617	793.407633851741	463.811431650772	589.094426454118	6835.35179922644	788.058868032895	1406.69013070825	1257.15392466296
ENSG00000157856.12	3.42678418925834	3.87974393081536	8.19868692311971	0.990074666309442	1.67328073420476	3.72164754679053	2.99933929788538	0
ENSG00000115155.19	2.74142735140667	38.7974393081536	7.02744593410261	5.94044799785665	10.0396844052286	122.814369044087	1.49966964894269	1.12648201134673
ENSG00000173557.15	20.56070513555	12.6091677751499	1.1712409890171	6.9305226641661	138.882300938995	10.234530753674	4.49900894682808	2.25296402269347
ENSG00000157884.11	0	0	0	0	0.83664036710238	0	0	0
ENSG00000225378.1	0	0	1.1712409890171	0	0	0	0	0
ENSG00000225024.1	0	0	0	0	0	0	0	0
ENSG00000171303.8	85.6696047314585	161.979309111541	162.802497473377	89.1067199678498	10.0396844052286	29.7731803743242	25.4943840320258	36.0474243630955
ENSG00000213699.9	507.849416848086	639.187812601831	758.964160883082	654.439354430541	1562.84420574725	692.226443703038	1598.64784577291	1069.03142876805
ENSG00000115163.15	33.5824850547317	10.6692958097422	8.19868692311971	22.7717173251172	878.472385457499	277.262742235894	155.96564349004	34.9209423517488
ENSG00000145835.6	0	0	0	0	0	0	0	0
ENSG00000157851.17	0.685356837851668	0	0	0	4.1832018355119	12.0953545270692	0	0
ENSG00000230286.1	0	0	0	0	0	0	0	0
ENSG00000084764.12	591.46295106599	509.216390919516	782.388980663424	450.483973170796	403.260656943347	201.899379413386	437.903537491266	271.482164734563
ENSG00000205500.8	0	0	1.1712409890171	0	3.34656146840952	1.86082377339526	0	0
ENSG00000119777.20	1305.60477610743	1468.48307781361	1623.3400107777	1198.98042090073	2808.60171236269	1719.40116661722	2194.01669640316	1658.18152070239
ENSG00000084693.16	725.107534447065	613.969477051531	530.572168024747	540.580767804955	1568.70068831696	418.685349013935	368.918733639902	337.94460340402
ENSG00000231636.1	3.42678418925834	1.93987196540768	3.5137229670513	4.95037333154721	1.67328073420476	0	0	0
ENSG00000272056.1	1.37071367570334	0	0	0.990074666309442	0.83664036710238	0	2.99933929788538	0
ENSG00000229122.1	8.22428205422002	2.90980794811152	7.02744593410261	6.9305226641661	11.7129651394333	0.930411886697632	0	3.3794460340402
ENSG00000272148.1	10.9657094056267	4.8496799135192	11.712409890171	9.90074666309442	17.56944770915	1.86082377339526	1.49966964894269	5.63241005673367
ENSG00000228474.6	1017.75490420973	1398.64768705894	1765.06017044877	1087.10198360777	3513.88954183	1396.54824193315	2361.97969708474	2018.65576433335
ENSG00000138080.14	3725.59977056167	1918.5333737882	1932.54763187822	3082.10243622129	1827.2225617516	4051.01335468149	2462.4575635639	3263.41838687149
ENSG00000138030.14	117.196019272635	67.8955187892688	119.466580879744	59.4044799785665	290.314207384526	97.6932481032514	112.475223670702	45.0592804538694
ENSG00000138028.17	132.959226543224	107.662894080126	124.151544835813	123.75933328868	338.002708309361	230.742147901013	163.463991734753	174.604711758744
ENSG00000143994.14	40.4360534332484	35.8876313600421	67.9319773629919	14.8511199946416	16.7328073420476	12.0953545270692	13.4970268404842	12.3913021248141
ENSG00000138073.14	1309.03156029669	1320.08287245993	1305.93370275407	1202.94071956597	3340.7049858398	1594.72597379974	2289.99555393549	1693.10246305414
ENSG00000186143.11	0	0	0	0	0	0	0	0
ENSG00000163792.6	9.59499572992335	10.6692958097422	11.712409890171	31.6823893219021	0	14.8865901871621	26.9940536809685	49.5652084992563
ENSG00000236099.1	0	0	0	0	0	0	0	0
ENSG00000138074.15	1102.05379526548	1035.8916295277	845.635994070347	867.305407687071	5976.1221422123	1637.52492058783	916.298155503985	2112.15377127513
ENSG00000138085.18	1341.24333167571	1475.27262969254	1762.71768847074	1382.14423416798	1633.95863695095	1307.22870081017	1648.13694418802	1648.04318260027
ENSG00000084774.14	1108.22200680615	784.678210007407	809.327523410817	814.831450372671	3421.02246108163	1241.16945685464	1480.17394350644	773.893141795207
ENSG00000115194.11	1.37071367570334	2.90980794811152	2.3424819780342	2.97022399892833	8.3664036710238	16.7474139605574	4.49900894682808	6.75889206808041
ENSG00000163793.13	0.685356837851668	0	2.3424819780342	0	0	0	0	0
ENSG00000138100.14	7.53892521636835	8.72942384433456	33.9659886814959	10.8908213294039	0	0	1.49966964894269	11.2648201134673
ENSG00000163794.6	60.9967585687985	17.4588476886691	65.5894953849577	27.7220906566644	9.20304403812618	16.7474139605574	23.9947143830831	29.2885322950151
ENSG00000115204.15	713.456468203587	1072.74919687045	839.779789125262	731.665178402678	1293.44600754028	859.700583308612	784.327226397028	1097.19347905172
ENSG00000115207.15	716.197895554993	662.466276186723	694.545906487141	712.853759742798	2686.45221876574	817.832048407219	1139.74893319645	799.802228056182
ENSG00000234945.8	0.685356837851668	1.93987196540768	0	4.95037333154721	6.69312293681904	3.72164754679053	1.49966964894269	2.25296402269347
ENSG00000234072.1	145.295649624554	149.370141336391	125.32278582483	113.858586625586	551.346001920468	108.858190743623	158.964982787925	119.407093202754
ENSG00000115211.17	570.90224593044	682.834931823504	619.586483190047	531.67009580817	1083.44927539758	510.796125797	595.368850630249	654.486048592453
ENSG00000115234.11	2220.5561546394	2612.03760142144	2816.83457858613	2166.28336988506	4369.77263737573	2963.36185913196	3467.2362283555	2631.46197850597
ENSG00000163795.14	587.35081003888	582.931525605008	467.325154617823	397.019941190086	839.150288203687	450.319353161654	407.910144512412	654.486048592453
ENSG00000115241.11	1317.94119918876	1268.67626537662	1524.95576770027	1181.15907690716	4321.24749608379	2206.93699524678	2360.4800274358	1797.86529010939
ENSG00000213453.3	2.056070513555	0	0	0	2.50992110130714	1.86082377339526	1.49966964894269	1.12648201134673
ENSG00000115216.14	2037.56587893301	1858.39734286056	1892.72543825164	1757.38253269926	4951.23769251188	2727.03723991076	3083.32079822618	2568.37898587055
ENSG00000157992.12	437.257662549364	398.643688891278	296.323970221327	260.389637239383	1297.62920937579	260.515328275337	91.4798485855042	84.4861508510051
ENSG00000138002.16	771.026442583127	592.630885432047	496.606179343251	587.114277121499	1136.15761852503	454.041000708445	560.876448704567	369.486099721729
ENSG00000235267.1	2.74142735140667	1.93987196540768	0	0	1.67328073420476	0	0	0
ENSG00000200003.1	0	0	0	0	0	0	0	0
ENSG00000115226.10	342.678418925834	422.892088458874	507.147348244405	279.201055899263	885.165508394318	262.376152048732	242.946483128716	191.501941928945
ENSG00000084734.9	8.22428205422002	1.93987196540768	4.6849639560684	8.91067199678498	1.67328073420476	0.930411886697632	11.9973571915415	3.3794460340402
ENSG00000221843.6	80.1867500286452	87.2942384433456	29.2810247254275	75.2456746395176	461.825482640514	27.912356600929	11.9973571915415	49.5652084992563
ENSG00000243943.10	650.403639121233	473.328759559474	598.504145387739	478.206063827461	1637.30519841936	379.608049772634	307.432278033252	292.885322950151
ENSG00000259080.1	0	0	0	0	0	0	0	0
ENSG00000176714.10	182.990275706395	201.746684402399	221.364546924232	142.57075194856	216.689855079516	89.3195411229727	121.473241564358	101.383381021206
ENSG00000198522.14	456.447654009211	426.77183238969	456.783985716669	432.662629177226	1651.5280846601	549.873425038301	584.87116308765	536.205437401046
ENSG00000206731.1	0	0	0	1.98014933261888	0	0	0	1.12648201134673
ENSG00000119760.16	868.347113558064	766.249426336034	979.157466818297	936.610634328732	1739.37532320585	1067.18243404218	887.804432174074	807.687602135609
ENSG00000163798.14	518.815126253713	565.472677916339	502.462384288336	515.828901147219	1421.45198370694	668.966146535598	764.831520960773	460.731142640814
ENSG00000205334.4	1.37071367570334	0	0	0	97.8869229509784	1.86082377339526	0	0
ENSG00000289326.2	0.685356837851668	10.6692958097422	9.36992791213681	1.98014933261888	25.9358513801738	0	1.49966964894269	7.88537407942714
ENSG00000243147.8	488.659425388239	588.751141501231	741.395546047825	466.325167831747	1966.9415030577	528.473951644255	730.339119035091	715.316077205176
ENSG00000171174.15	89.0963889207169	125.121741768795	114.781616923676	75.2456746395176	77.8075541405213	80.0154222559964	157.465313138983	70.9683667148443
ENSG00000158019.21	387.911970224044	356.936441635013	427.502960991242	395.039791857467	481.904851450971	370.303930905658	424.406510650782	375.118509778463
ENSG00000270846.1	0	0	0	0	0	0	0	0
ENSG00000265321.1	0.685356837851668	3.87974393081536	1.1712409890171	0	3.34656146840952	4.65205943348816	0	0
ENSG00000270528.1	0	0.969935982703841	0	0	0	0	0	0
ENSG00000277035.1	0	0	0	0	0	0	0	0
ENSG00000223522.2	12.33642308133	3.87974393081536	1.1712409890171	12.8709706620227	15.8961669749452	11.1649426403716	1.49966964894269	2.25296402269347
ENSG00000225991.1	0	0	0	0	0	0	0	0
ENSG00000229951.6	10.9657094056267	0	3.5137229670513	2.97022399892833	15.8961669749452	2.7912356600929	0	1.12648201134673
ENSG00000075426.12	2575.57099664657	2321.05680661029	1665.50468638232	2483.10726310408	6085.72203030271	2394.88019635971	3239.28644171622	2563.87305782517
